Gene_Symbol,ES3
TRIP13,0.364531597
ATP6AP1,1.632641893
TCF3,1.595998577
TRIB2,1.182796119
DAZAP1,1.901790383
MBD3,0.703044932
PRLH,-0.833837131
HLTF,1.181486885
FAM50A,2.886377727
FAM3A,1.374541735
CPSF1,-0.326598081
MYO3B,-0.916199663
CYBRD1,-0.052573203
CDH19,-0.98983591
PDCD2,1.172751476
SLC6A15,0.401591063
PRKACA,-0.723368315
LPHN1,0.2532925
SPP2,-0.87957506
ACTN1,0.428757892
ZFYVE26,-0.452825616
RPS6KA6,-0.680477457
EPN2,-0.786923987
PTPN18,-0.522851231
LIMS2,-0.691541992
ASIC4,-0.733727535
SPEG,-0.266260195
LNX1,-0.724858913
ALDH3A2,0.637519084
TFRC,2.48222941
SREBF1,-0.212868753
TRPC5,-0.961158135
AFF4,-0.324063351
UBE2D1,1.722997894
MPP5,0.830064651
RHOBTB1,-0.321512785
SMC1A,0.038592295
HSD17B10,2.225736303
MARK2,-0.640567149
HMMR,1.254470654
TRHDE,1.125535402
P4HA2,1.937319613
FCGR2B,-0.848546778
NFATC3,0.763824082
TRNT1,0.854972257
ACADVL,1.156660347
STK10,-0.704259121
FBXW11,1.724598956
ACAP1,-0.367087293
CRMP1,0.599309758
EVC,-0.405400655
DERL2,1.851725597
SIDT1,-0.838665074
NDE1,-0.176834353
TMEM38A,0.264155264
AP1M1,0.637519319
PVR,0.333758889
IKBKG,-0.363631467
XRCC1,0.089594379
SCARB1,-0.622311485
CYP2W1,-0.928934584
MCM2,1.050774819
MOV10L1,-0.515457186
PANX2,-0.811270787
TP63,-0.86400884
ALPK1,-0.401241717
LLGL2,-0.314927346
PDE8A,0.803939573
CLCN4,-0.357770197
NLE1,-0.190023333
SDHA,1.441023003
SMARCE1,2.314812442
FNDC8,-0.857276531
GSDMB,-0.163438837
KDM5A,1.043705618
ADAM11,-0.89762284
PPP2R3A,-0.373713619
FERMT2,1.167122967
ABCB11,-0.78581705
DHRS9,-0.916128747
CD5L,-0.80386484
PTGS2,-0.879783829
IGF2BP2,1.540880394
MAP3K13,-0.749884312
ST6GAL1,0.370470324
TBX21,-0.897691783
FRY,-0.578894863
PICALM,0.958216997
NSF,0.033776108
GLI2,-0.671539097
CLASP1,-0.326550493
MRPS34,2.438737721
NOTCH3,-0.506028324
CLNS1A,2.530642266
PPP2R2C,-0.808854884
TEAD2,1.178942837
EED,1.05872766
CDHR2,-0.794703924
SNCB,-0.863512754
TSG101,1.535267586
C17orf85,0.738262169
ATP2A3,-0.705515226
CA12,-0.803027788
MGLL,-0.666601072
NTN4,-0.701805262
BCS1L,1.317667562
NUAK1,-0.718877204
DPP8,0.119237029
SLC24A1,-0.440912112
ZNF532,1.410495241
SCARF1,-0.793449911
LMAN1,0.984822124
PTPLAD1,2.690144027
IPCEF1,-0.845738425
ZZEF1,-0.08194489
NOX3,-1.054632007
ENO1,3.439271581
SLC12A1,-0.928855305
C19orf10,1.864176936
ANO8,-0.558244577
TUBE1,1.413360237
ARHGEF10L,-0.516884538
TXK,-0.879958655
WSCD2,-0.866128596
KCNQ2,-0.743272365
TACR2,-0.851355528
ACTR6,0.984059857
TIPIN,0.038774597
SRI,1.306802803
EIF4G3,1.686748248
NUP37,1.296393287
SEMA3A,0.084413794
GTSE1,0.571328687
SEMA3C,-0.088231114
TTC38,-0.65566234
ACAT1,0.723263797
GRAMD4,-0.300067866
CELSR1,-0.14815177
WNT8B,-0.870321058
ZNF638,1.022291985
SLC25A40,0.961771077
TIMM21,1.466186674
ADD2,-0.610438891
FGF4,-0.920511709
RASAL2,-0.684058478
VPS9D1,-0.063666911
ZNF37A,0.040244538
MARK3,1.87636381
SLC25A3,3.221416044
FNDC3B,-0.218999165
FOSL2,-0.362360522
CACNG5,-0.620825158
CACNG4,-0.079321369
FRYL,0.661818123
TMEM131,1.003070079
FSCN1,0.141335328
ACTB,2.487401027
MOCOS,-0.566164116
PLD1,-0.600543236
ATP12A,-0.59719601
WDR62,-0.5191737
DLG1,0.193492655
RAB7A,1.463269528
BCAP29,0.298888918
SEC31B,-0.37448259
SART3,1.040822156
ARHGAP15,-0.838074441
PAX2,-0.892059654
EXOSC7,-0.885837066
KIFAP3,1.794684435
MKRN2,0.564627063
MCM6,0.079276122
REXO2,2.812852241
RBMS2,-0.386215831
BAZ2A,0.535907484
PTPN23,-0.369565354
MLH1,0.080850495
UNG,1.242163984
FMO4,-0.586006155
KLHL20,0.33926983
RGS11,-0.917360445
SLC46A1,-0.614576264
PLXNA2,-0.525984968
ANKRD13A,0.79468
TPD52,2.040082482
ACACB,-0.193820356
TRAF4,0.580253633
PAG1,0.716430445
GPATCH1,0.824407512
ICAM3,-0.431962314
NT5C2,0.111442349
MCAM,-0.312730684
GPC4,-0.149694568
MBNL3,-0.777534469
CAMSAP3,0.310312298
RAP1GAP,0.549136431
XAB2,-0.266472551
ARHGEF1,-0.371249403
STXBP2,-0.675035412
MAP2K7,-0.156036475
NMRK2,-0.793959112
DGKD,2.091388112
CTTNBP2,-0.078262626
ACTL6B,-0.955893242
RARB,-0.735193435
TOP2B,2.635352108
TM9SF3,1.639752558
NFKB2,-0.624390401
UBE2T,2.052329849
PPP1R12B,-0.799543224
DNAJC10,1.289811008
GTF3C1,1.106589022
IL4R,-0.89591517
USP33,1.594066377
PAK3,-0.010478576
CAPN6,-0.934284475
DCX,-0.0298416
SNRPA,1.207423856
SPAG6,-0.902721284
EXOSC5,1.45283067
APBB1IP,-0.859408867
LRCH4,-0.679829724
FAM76B,0.405939059
SIRT6,-0.529021253
TYR,-0.835207123
POLD3,-0.025719406
ACTN2,0.150167964
CAPZB,1.492883751
GPR137B,1.10013945
NAALAD2,-0.69473354
PHF17,-0.039827801
SLC25A43,-0.660308463
UBE2A,2.33640222
FGFR1,0.015786669
FKBP6,-0.739268871
GTF2I,-0.63965879
SMC1B,-0.915437201
FBLN1,-0.078157278
ITGA8,-0.863906012
CST7,-0.821438876
MAP2,-0.766701332
PIAS2,0.507423761
AMPH,-0.468759508
ARAF,-0.176812383
MCCC1,0.869495749
LAMP3,1.067604112
FAP,-0.857845328
NEBL,-0.849224573
ACER3,-0.540112122
UBE2K,0.171376936
PIK3C3,1.61907585
N4BP2,0.251761686
C12orf5,0.852974778
TULP3,0.50026894
SYNJ2,-0.801690713
ADCY2,-0.835224879
PPP2R5C,1.082461195
RBFOX1,-0.102502581
GNB1,2.31194365
HOXA9,-0.919056844
EDN1,-0.862051167
MLLT10,-0.187473816
ZCWPW1,-0.311935776
ADCYAP1R1,-0.678816077
FGF20,-0.877739973
P2RY10,-1.090555211
ITM2A,2.620294161
NRD1,2.459358019
VDAC3,2.834434949
PCM1,0.482740618
TNRC6C,-0.304844754
CBFA2T2,-0.099994916
DBC1,0.267206995
ITCH,0.997830106
PKD2L2,-0.89805021
TP53INP2,-0.41012899
SDF4,0.99535433
MYH7B,-0.780758008
BPIFB2,-0.934045257
TP73,-0.866702997
TOLLIP,-0.443189953
UBE2D4,0.538883178
CLUL1,-0.916675998
RUNX1T1,-0.820985832
CDH17,-0.853893825
THOC1,1.232552607
FKBP7,0.026975634
OSBPL6,0.163421625
SLC1A3,-0.684644934
XRCC5,2.499310461
LXN,-0.851978979
SP140,-0.923940156
MKNK1,-0.568607025
TNS1,-0.785589402
REXO1,-0.758477686
SAR1A,1.064031856
CDC14A,-0.898603078
RAPGEF3,-0.214776635
CEACAM1,-0.776400613
SENP1,0.02778612
DUSP13,-0.742362454
CIC,0.475629881
LIPE,-0.703708838
FDFT1,2.447516387
PAFAH1B3,2.394115515
OPHN1,-0.738057194
AFM,-0.842844942
KIF22,0.156434765
SCGN,-1.029230756
LRRC16A,-0.480029903
PGM1,1.062338792
DDX1,2.326903148
DNM2,-0.484582744
EPB41L2,1.116225925
RIMS1,-0.857882917
MOXD1,-0.861696713
STX7,1.317661667
RABL2B,2.132205685
KEAP1,0.463619582
DDX43,-0.779611495
PTPRH,-0.692273443
DCT,-0.793615186
SLC35C2,0.57975219
CRYBG3,-0.349609665
EPHA6,-0.905872287
SCTR,-0.730747998
RFX3,-0.798564715
RIF1,0.921733344
RAB21,1.892267339
SLC4A4,-0.959599594
SMARCA2,-0.027479465
RDH8,-0.777166882
SESN1,-0.10801661
MID2,-0.433907633
PIH1D3,-0.906414793
COL5A3,-0.616786169
SRCAP,-0.368177844
KIAA0020,1.128548161
CPB2,-0.086958848
CHRNA3,-0.93959004
KCNN2,-0.970991946
CNOT4,-0.235071077
PSEN1,0.550756926
CPOX,-0.254378622
CLDND1,1.344554031
MOK,0.35917904
HSP90AA1,1.577042919
RBL1,-0.714448848
DLGAP4,1.183945368
IGSF9B,-0.92641387
CFHR2,-0.953855042
NDC80,1.238259515
AP4E1,-0.773567365
RSBN1,1.127338065
MAGI3,-0.604584135
CXCL2,-0.535325988
AFP,-0.960144889
COL4A4,-0.86508828
TCF7,-0.808804361
OSTM1,0.289267233
CDH7,-0.885162333
IMPG2,-0.918211363
PCNP,2.53314937
EXD2,0.206370822
ARG2,0.904148619
MEF2C,-0.648444609
PTPRC,-0.828955532
CACNA1S,-0.893141892
PKP1,0.581049929
UBA5,0.757750044
STK17B,-0.403521464
CDC14B,-0.06542618
ZNF510,-0.424386999
LRP2,-0.888894702
ZNF506,-0.703442752
JMJD4,0.477679972
DUSP12,1.617068041
AACS,-0.526969073
KIAA0141,-0.2388258
SLC13A1,-0.835707627
CADPS2,0.022973262
PCDHB4,-0.81806289
HSPB11,1.709381471
PHLPP1,-0.567789588
ATP8B1,-1.013236702
IL12RB2,-0.844841285
SMARCD3,0.105756422
WDR70,1.761296203
FYB,-0.878443644
MPP4,-0.960262781
STRADB,-0.63965879
PGR,-0.953714291
C1QTNF3,-0.448651415
ME2,1.889235611
C5orf22,0.048022333
CCNT2,-0.345196717
FAM135A,0.767077714
COL19A1,-0.883954503
EPB41L3,-0.547283475
COBLL1,-0.778713157
DLG3,0.319900823
KCNK2,-0.912773856
SERTAD4,-0.69711413
TRAF5,0.841688061
MRPL22,-0.776666306
GEMIN5,0.855955876
OPRK1,-0.790759122
NFE2L1,0.680295378
SEMA5B,-0.476971452
GSK3B,1.513429174
ITGB5,1.515341441
ERC1,0.229785457
XPO1,2.011112898
C4orf6,-0.829738155
RNF13,1.577757938
TRPM3,-0.787566897
PALB2,1.087850002
DOPEY1,-0.141042668
LYRM2,0.557961689
BCKDHB,0.652804994
KAT6A,1.827936255
ZCCHC6,-0.375343029
ULK2,-0.336826917
GRHL2,-0.914389604
TNPO1,0.993409489
PLOD1,0.230914191
ITGAE,2.770872349
DIS3,0.150733191
PIBF1,-0.187241226
TDRD3,0.931014902
NUFIP1,0.478720176
PDS5B,0.69638102
OXCT1,0.845535088
RRAGB,1.581867312
EPYC,-0.86283619
CYLD,-0.212507012
SLC27A5,0.833699294
ZNF324,0.043771757
ZNF671,-0.303759979
ZNF416,0.732390142
ZNF586,-0.284042689
ZNF446,0.087533432
ZNF8,0.722062682
ZNF264,-0.252455025
RPS5,3.610259202
FAT1,2.023723115
YTHDC1,-0.101615302
CHMP2B,1.281107113
SMAP2,-0.38150068
PPIE,1.629942072
ZMPSTE24,1.628689999
STARD7,2.294140158
NOA1,1.584456184
REST,-0.175210985
HAL,-0.791118607
SSH1,0.451269168
GSTP1,3.103620625
APLP2,1.561410738
KIAA1467,-0.602195344
SLCO1A2,-0.832495337
WBP11,-0.539373826
EIF3I,2.502276614
NKAIN1,-0.657540775
COL16A1,0.549008046
TXLNA,0.093906507
APOB,-0.990956928
NCOA1,0.620447566
AGBL5,0.637481996
EFR3B,-0.686363051
KIF3C,0.389423489
RAB10,1.553407279
GCKR,-0.913352458
HADHA,1.616572752
MAPRE3,-0.843038727
CAD,1.850807785
CD59,1.141259596
CD82,-0.177116016
BCORL1,-0.370091674
ATRX,0.340059453
TAF9,2.322918689
FCN1,-0.875498277
MYNN,0.766662659
MECOM,-0.794588403
SCAMP1,0.548368944
PREP,0.868670056
HACE1,0.582236148
SEH1L,1.194152131
WDR47,0.749289766
WDFY1,1.071686364
OVGP1,-0.595227732
SLC25A24,0.51463279
MAP3K4,0.860449915
PILRA,-0.817276699
IGSF9,-0.386926724
ABCB1,-0.801848124
ZNF213,-0.240021349
CPNE3,1.038460484
RRN3,0.502186805
CTTN,0.906037396
WNT11,-0.85090131
MTIF2,1.670776171
DDHD2,1.064668271
TTC39A,-0.827562385
EPS15,0.913845805
ORC1,-0.215619875
MGST2,-0.283604528
ATG16L1,-0.079099043
USP40,0.426165473
POMGNT1,0.357357615
RAD54L,0.221420698
MAST2,0.385495944
DNAJA1,2.211087294
B4GALT1,-0.606193631
CHMP5,0.712575716
NFX1,0.508593205
AQP6,-0.847657529
DIMT1,1.336422
IPO11,0.447598987
FOLH1,-1.065348665
EIF2AK1,0.845900513
EPDR1,0.065912489
SNX10,-0.676506063
SEPHS1,1.161636955
MRPL28,2.355991137
HBQ1,0.173504522
ITPKC,-0.085114752
CEACAM6,-0.594581808
FAT2,-0.882538726
RBM22,0.803351334
TMED2,2.421616604
ERO1LB,-0.310114081
ZFAND6,1.475846565
HSD17B2,0.68865069
TXLNG,0.784951109
PPEF1,-0.666321202
LAT2,-0.772759609
HUWE1,-0.179357661
ALG9,0.973457775
MYBPC2,-0.980821274
NOX4,-0.895472451
ACOX3,0.472473341
MTMR2,0.839611681
PPP1R15A,1.275006649
HSD17B14,-0.466683034
TRIP6,2.161517671
ACHE,-0.738463647
FTL,3.803182013
SRRT,0.582454291
BAX,0.996470458
NLK,0.469870645
ADAMTS2,-0.76237764
TMPRSS11E,-0.919213239
ATXN7L3,0.398789387
PGS1,-0.420036114
PSMC5,2.692998765
UIMC1,0.341630006
CETP,-0.967705089
MMP2,-0.150886469
MT3,-0.66000679
LPCAT2,-0.174978742
GNAO1,-0.665989209
OGFOD1,1.014754859
SH3BP2,-0.437719782
NOP14,-0.12956253
ADD1,0.397988512
L2HGDH,-0.239176963
TXNDC16,-0.687647918
C14orf166,2.942558455
NID2,-0.718592525
GMCL1,0.257486461
SF3B2,1.831168719
KLHL42,1.116090831
GNAS,3.441938046
DNM1L,1.771203171
PTHLH,-0.8520685
PHACTR3,-0.864716839
ERGIC2,-0.379376974
TFAP2C,-0.570251364
AURKA,2.3705656
CASS4,-0.937179555
PIR,-0.455518312
AAMDC,0.919057399
RFX2,-0.340861623
SLC6A14,-0.802337621
METTL2A,0.92712478
SULT2B1,-0.890728252
ALG6,-0.410109589
CNOT3,-0.435695633
GP6,-0.906406083
PTPN4,1.51319683
DDX18,1.638858574
KHSRP,0.90672983
GNA11,1.767701885
ASAP3,0.028668389
EDEM2,0.049413733
DNMT3B,-0.546639621
REM1,-0.776407032
TPX2,1.745471061
FER1L4,-0.540494656
PDRG1,1.98775087
EPB41L1,-0.591065311
SLC15A1,-0.781193021
DOCK9,-0.716287363
ANKRD10,1.146560496
TGDS,0.257135218
DOCK3,0.497092224
C3orf18,-0.521730721
COQ9,-0.702681559
TMEM40,-0.785516876
KIF9,-0.173177667
ARHGAP28,-0.628622792
CRLS1,1.246708899
DEFB127,-0.857100514
PPP1R13B,-0.225558594
ATRN,0.226190826
SMOX,0.306489785
SIGLEC1,-0.728027906
FKBP1A,-0.412269245
NSFL1C,1.15950672
SLC4A11,-0.835814025
C20orf194,0.022371132
EBF4,-0.548670321
CPXM1,-0.350020694
MAVS,-0.57745328
F11,-0.989086717
XRN2,1.861170797
PLK1S1,0.303225404
DYNLL1,3.622943532
TESC,-0.459620038
SNX5,1.225253477
SIRPG,-0.827370039
MAPKAPK5,1.142296041
P2RX7,-0.630239849
ESF1,1.425179072
RBBP9,0.89780925
ANAPC5,2.413289266
SLC23A2,-0.47437315
SLC24A6,-0.742471448
DZANK1,-0.306487684
KDM2B,-0.062177238
C20orf26,-0.859590429
LHX5,-0.836494749
TASP1,-0.339484025
OAS1,-0.795192462
GCN1L1,1.779683714
PXN,-0.525156298
SIRT4,-0.09517727
RPH3A,-0.712449123
KIF16B,-0.380926557
TRMT6,1.054084432
CHGB,-0.832465366
PEBP1,2.387847718
TBX5,-0.694141914
BRAP,0.733120863
ERP29,2.98272135
NOS1,-0.776972481
FUS,3.300704927
IGBP1,2.086411166
FXYD5,0.466743269
ZNF302,1.015542721
GRAMD1A,0.693863606
FXYD3,-0.856479385
HEPH,-0.856031582
CDIP1,-0.077924144
KCNH4,-0.46441002
GANAB,1.587892008
GMIP,-0.616612966
RBM41,-0.008820888
BIRC5,1.110986521
LAG3,-0.803294792
MLF2,1.749894413
OTUB2,-0.04801099
DDX24,1.415283654
ZBTB25,-0.088081856
NECAP1,1.335116846
ANKRD24,-0.731472043
DHX32,1.4989863
RCOR1,0.76603944
GPATCH2L,-0.441042297
LTBP4,0.096978032
BLVRB,1.118528117
SLC9A1,-0.740363602
SPTLC1,0.417691285
PAPOLA,1.338159547
CCNK,1.741103944
PCBP4,0.38432918
RGS1,-0.87862285
YPEL3,-0.053154267
MRPS33,2.12571684
NDUFB2,3.038681945
NUDC,2.503701635
MAEA,0.928416814
ICAM1,-0.738209351
STRN4,-0.526822466
IRAK3,-0.844677822
LYZ,-0.783911799
SI,-0.91106588
MUL1,-0.065284469
TFAP4,-0.698693441
PDCD7,0.49316174
SPG21,2.532035007
FETUB,-0.855628814
DNAJB11,1.463736823
LEPREL1,-0.075666682
THPO,-0.905845177
FLT3LG,-0.710745127
RAB11FIP3,-0.548994309
GNPTG,1.058332319
ZNF268,1.179644752
PABPC4,1.392603651
CD209,-0.889503708
CERS4,-0.601842682
MCOLN1,0.501124287
USP48,1.759356397
EFNB1,-0.327820743
PDPR,-0.105057871
AARS,2.569401538
GLG1,2.459021071
KIF4A,0.47024696
TNRC6A,1.200725941
FCGBP,1.101138231
PLEKHG2,-0.350718131
DLL3,0.880293743
NAT14,1.217963541
PITPNM2,-0.81121394
EXOC1,1.178561321
RBM27,0.941678112
POU4F3,-0.839988154
OSBPL8,0.764500382
DTX2,-0.479699439
NLRC4,-0.91885037
PUS7,1.170109645
LAMB4,-0.716417232
NRCAM,-0.758214548
LAMB1,0.328456683
SLC26A4,-0.914513753
SLC26A3,-0.923688277
DLD,2.448746541
WDR7,-0.452151303
TXNL1,2.902913602
IL5RA,-0.941346511
ABCC6,-0.832936963
CMTM6,2.043247995
ITGA6,-0.929429092
RAPGEF4,-0.76389939
SMPX,-0.920438862
FH,2.10646538
SEL1L3,1.310456634
TF,-0.753463391
CDV3,1.729549022
MYO15A,-0.849512971
ALKBH5,0.377778817
APOH,-0.418467791
NLRP1,-0.540422359
PITPNM3,-0.663000174
SPAG7,1.680884879
ORC6,1.179624288
ZFHX4,1.313332861
SLC17A6,-0.871443638
CPA1,-0.794780316
ZC3HC1,2.027885733
ESR1,-0.855169987
RGS17,-0.882081554
ANGPT2,-0.975584168
TMEM101,0.815004892
CD200,-0.950863914
CCDC80,-0.716029528
CMA1,-0.948867015
PSME1,1.737706608
PPP2R3C,-0.600102017
JPH4,-0.531987926
MYH7,-0.835420481
CEBPE,-0.788728402
SLC7A8,-0.695794634
OSGEP,1.094636472
SLC22A17,-0.254073516
SCFD1,1.509597174
G2E3,0.531983966
HECTD1,1.563182562
HNRNPC,0.72611443
RPGRIP1,-0.751971768
SUPT16H,2.538311468
TOX4,0.923280432
GEMIN2,0.883390581
TGM1,-0.630011831
TINF2,0.974759712
DAZL,-0.883451328
TBL1Y,-0.806543386
SEMA6A,-0.783549662
TRPM7,0.395736839
TYRO3,-0.54589267
WDR76,-0.00939278
SNAP23,0.496711918
TBX15,-0.666022019
PHGDH,3.088665958
COL9A3,-0.231393934
EZR,1.220394105
MYL6,3.089654089
EIF2C1,0.548764397
TEKT2,-0.213150873
CLSPN,-0.167550848
RFFL,-0.187565244
UNC13D,-0.812534442
MFSD11,0.759197496
DPYSL2,2.031985074
TGFB2,-0.895111123
GPATCH2,0.558631991
NUP50,0.751512136
CDC45,0.17731258
COMT,1.254191854
CECR1,-0.820430487
VNN3,-0.879860002
ECHDC1,1.68348044
LRRFIP2,0.313598483
SEC22C,1.075163895
XYLB,-0.840895327
HDAC6,-0.271870548
OR1I1,-0.935638616
GABRP,-0.883740591
KRT31,-0.730883781
CDC6,0.739677149
UPRT,0.427179195
CDC23,0.219059502
AAAS,0.145445429
CBX5,1.261316509
FMO2,-0.854118395
SUCO,0.156250645
MSH2,1.226996323
MAP3K1,0.494396407
DHPS,1.178248835
HOOK2,0.928164542
NXPE1,-0.859933093
ARCN1,0.314442127
EPB41L4B,-0.610076251
TMEM38B,0.969377334
PSMD5,1.111546649
PTGS1,-0.802521324
NUP188,1.497215075
CRAT,0.833267048
SH2D3C,-0.709988896
NANS,1.244761694
TBC1D2,-0.755005871
DFNB31,-0.22030054
PDE6C,-0.972902751
CWF19L1,0.138526779
SEMA4G,-0.87294338
BTAF1,1.58667378
IKZF5,-0.375571152
BLNK,-0.838445331
TLL2,-0.798894496
CYP26A1,-0.824348878
TDRD1,-0.859166565
SORBS1,-0.726460182
CRTAC1,-0.628096125
BAMBI,1.196359218
IL11,-0.847818221
MYO3A,-0.772770759
WAC,1.803370973
CREM,0.461290043
NUBP2,1.274784225
TPSD1,-0.833603085
C19orf77,-0.692450814
HIVEP1,-0.382208672
TREM2,-0.895927104
KCNK16,-0.814085956
CRISP3,-0.919436677
FKBP5,-0.834692997
SRPK1,0.820378206
BRPF3,0.308853087
MRPS18A,1.230468161
PGC,-0.805952952
TMEM14A,1.142255052
EFHC1,-0.503034942
NCR2,-0.877807184
HSP90AB1,2.771864485
MLN,-0.965700475
CDC5L,1.589810084
ITPR3,-0.841215665
ZNF184,0.720225783
DSP,-0.842664161
SIRT1,0.280127119
HNRNPH3,2.086548183
IFT74,1.13991264
JAK2,-0.403803675
IL12RB1,-0.542887668
ABL1,0.604703391
ACOT7,1.226353439
SH3GLB1,1.30211622
CDC7,0.121837805
SYDE2,-0.690605435
PCSK5,-0.916874147
SCD,1.659835209
TMED1,0.804897287
ABLIM1,-0.023176126
ERMP1,-0.417229498
RAB18,0.756770772
NRP1,-0.693507834
PRTFDC1,0.741271785
PALMD,-0.837433769
TSPAN15,-0.199387646
H2AFY2,1.242944827
MAST3,-0.045172711
MZF1,-0.471923812
OCEL1,-0.102854764
MYO9B,-0.782608815
KCNK6,-0.640845278
CATSPERG,-1.007982888
PSMD8,2.598927187
FBXL19,-0.500643607
STX1B,-0.688692462
HSD3B7,-0.753103003
SETD1A,-0.34152954
BCL7C,-0.847945981
MAGEB2,-0.823432314
CIRBP,2.199390743
ATP5D,2.047523029
C19orf26,-0.859333216
AMELY,-0.790612091
PRKY,-0.82029605
HNRNPM,2.74161509
02-Mar,0.211176062
NDUFB7,2.313084802
TIMM13,-0.129983236
CDC34,1.110416322
C19orf21,-0.89576409
CEP170B,-0.378281317
POLR2E,1.316550239
POLRMT,0.111902492
HCN2,-0.766332118
CDHR5,-0.877546351
IZUMO4,-0.528350383
RASSF7,-0.024663951
GADD45B,-0.255267543
PALM,-0.591532052
MADCAM1,-0.865197058
IGF2-AS,-0.771519946
MKNK2,0.946734182
ARVCF,-0.28320845
TRMT2A,-0.153506948
RANBP1,2.508768062
ZDHHC8,-0.525681565
KLHL22,-0.36411879
MED15,-0.183347943
SERPIND1,-0.869652775
SNAP29,0.475212059
CRKL,0.46218994
LZTR1,-0.500355534
MMP11,-0.36242272
CECR2,-0.740840946
SMARCB1,0.376519647
P2RX6,-0.857901155
DERL3,-0.783242889
SLC7A4,-0.854150932
BCL2L13,0.148368438
DDTL,-0.912539395
DDT,1.977008586
OSM,-0.845897417
CABIN1,0.490892343
SUSD2,-0.756125052
SF3A1,1.181618556
GGT5,-0.839933887
RNF215,-0.476424137
SEC14L3,-0.942972611
PPIL2,-0.498568052
UPB1,-0.816426276
YPEL1,-0.424761435
SNRPD3,2.371327286
PES1,1.415644275
MAPK1,0.351771579
PRODH,-0.803294792
PPM1F,-0.532014694
TOP3B,-0.750677898
CRYBB3,-0.713056093
CYTH4,-0.793917596
DGCR14,-0.190998447
MFNG,-0.842868227
CARD10,-0.905954516
LRP5L,-0.221791103
SLC25A1,0.1897992
ADRBK2,-0.691964879
PLA2G3,-0.751116118
LGALS2,-1.039843291
GGA1,0.031657045
HIRA,1.344431919
SH3BP1,-0.011803953
SEZ6L,-0.76490711
LGALS1,1.476547273
HPS4,0.033132672
PIK3IP1,-0.687274336
SRRD,0.902495767
PATZ1,0.560711938
TRIOBP,0.377895347
TFIP11,0.745220772
GCAT,0.943856122
CRYBB1,-0.838758345
ANKRD54,0.770793523
EIF3L,3.168307338
NHP2L1,2.167253166
MICALL1,0.844351229
POLR2F,0.25350198
SOX10,-0.803883545
CCDC134,-0.783148027
DEPDC5,-0.574782059
PICK1,-0.784926244
TTC28,1.341248125
SLC16A8,-0.566334749
CENPM,0.930499013
03-Sep,-0.46559186
SLC5A1,-0.952200118
SLC5A4,-0.754714908
KDELR3,-0.506558229
CYP2D6,-0.454634868
DDX17,1.52464093
DMC1,-0.701291716
TCF20,1.322440083
HSCB,1.257425039
CBY1,1.536240699
TOMM22,1.769324958
RTDR1,-0.745423929
XBP1,1.364769837
C22orf28,1.684621114
JOSD1,0.521470979
FBXO7,1.812842479
GTPBP1,-0.555514758
POLDIP3,0.189296181
RAB36,-0.366490831
TIMP3,0.333806066
PPP6R2,0.516520106
SBF1,-0.237090956
SUN2,-0.370165362
CYB5R3,0.470434547
C22orf31,-0.597008671
MIOX,-0.791968197
LMF2,0.747934676
RHBDD3,-0.044225099
PACSIN2,-0.423577447
TTLL1,0.729210972
RASL10A,-0.788771129
AP1B1,-0.264695863
HMGXB4,0.989938082
TOM1,-0.297742134
NEFH,1.408881958
BIK,-0.866443382
HMOX1,0.418112445
MCAT,1.376150972
THOC5,1.641633154
MCM5,-0.655079427
APOBEC3H,-0.742206061
ARSA,-0.605854533
TSPO,2.384568623
RASD2,-0.858940992
TTLL12,0.044391322
CBX7,-0.41959394
PDGFB,-0.736611874
CABP7,-0.731869328
RPL3,-0.125112659
ZMAT5,0.608860812
RBFOX2,1.514874035
SYNGR1,0.152120456
TAB1,-0.549639446
ASCC2,0.760376064
MTMR3,-0.570391484
SMCR7L,1.46761007
APOL4,-0.818835706
PNPLA5,-0.659704435
APOL1,-0.77354825
PNPLA3,1.032073526
MYH9,-0.307320533
CACNA1I,-0.694773731
SAMM50,2.057375874
TXN2,1.55963154
FOXRED2,1.319514582
GRAP2,-0.823519826
EIF3D,2.79499285
TNRC6B,1.039160405
SGSM3,0.058570086
IFT27,1.509241346
PVALB,-0.905855704
KIAA0930,-0.116203116
NCF4,-0.945676681
CSF2RB,-0.765709717
SLC25A17,0.500548268
UPK3A,-0.899996037
FAM118A,0.826486621
KCTD17,0.105178569
ST13,2.246452881
IL2RB,-0.688145386
RBX1,2.376522276
EP300,0.873670689
L3MBTL2,0.559286485
CHADL,-0.764772381
RANGAP1,0.874316811
ZC3H7B,0.520095648
PHF5A,1.660044604
ACO2,0.546749578
POLR3H,0.71226526
TRMU,0.215531963
PMM1,0.828642469
DESI1,1.014115301
CERK,0.741055253
BRD1,1.030733688
ZBED4,-0.131256551
MLC1,-0.514114454
KCNK10,-0.898686592
ABHD4,-0.640946018
KHNYN,0.46549715
FKBP3,1.815065757
SDR39U1,1.596615397
CTSG,-0.6026136
GZMH,-0.773817302
GZMB,-0.825943302
RBM23,0.619960325
PRMT5,2.001443067
COCH,1.277620733
AP4S1,-0.453534338
POLE2,0.348465437
METTL21D,0.626329547
SOS2,-0.105593351
CDKL1,-0.917690907
NIN,-0.044689701
PYGL,0.323359361
TRIM9,-0.719169728
PSMC6,-0.692997525
GNPNAT1,0.962809137
DDHD1,-0.326571445
CDKN3,1.329428404
CNIH,2.381468679
CGRRF1,0.898179024
